DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
1,XX E MCMICKEN AV,39.1155170224437,-84.5146275729266,OVER-THE-RHINE,OVER-THE-RHINE,4712,199017316,1,,BLACK,MALE,37,NONFATAL,08/04/2019 12:00:00 PM,AUG,043000,4,SUN,199017316,08/04/2019 04:30:00 AM,DISTRICT 1,,OTR
4,82XX WOODBINE AV,39.2091779829344,-84.4684910727192,HARTWELL,HARTWELL,4711,199017306,1,,UNKNOWN,MALE,24,NONFATAL,08/04/2019 12:00:00 PM,AUG,013500,1,SUN,199017306,08/04/2019 01:35:00 AM,DISTRICT 4,,HARTWELL
5,54XX WINNESTE AV,39.1890432392708,-84.5138150008595,WINTON HILLS,WINTON HILLS,4709,199017249,1,,BLACK,MALE,25,NONFATAL,08/03/2019 12:00:00 PM,AUG,033500,3,SAT,199017249,08/03/2019 03:35:00 AM,DISTRICT 5,,WINTON HILLS
1,14XX WALNUT ST,39.1123523343629,-84.5136514945296,OVER-THE-RHINE,OVER-THE-RHINE,4708,199017305,1,,BLACK,MALE,29,NONFATAL,08/03/2019 12:00:00 PM,AUG,233000,23,SAT,199017305,08/03/2019 11:30:00 PM,DISTRICT 1,,OTR
2,31XX HARVARD AV,39.1361086846661,-84.4780782473559,EVANSTON,EVANSTON,4707,199017166,1,,BLACK,MALE,37,NONFATAL,08/02/2019 12:00:00 PM,AUG,033600,3,FRI,199017166,08/02/2019 03:36:00 AM,DISTRICT 2,,EVANSTON
3,25XX WESTWOOD NORTHERN BV,39.1488604558706,-84.5829114786641,WESTWOOD,WESTWOOD,4706,199017169,1,,BLACK,MALE,24,FATAL,08/01/2019 12:00:00 PM,AUG,231500,23,THU,199017169,08/01/2019 11:15:00 PM,DISTRICT 3,,WESTWOOD
3,42XX GLENWAY AV,39.1153250865224,-84.5827884773365,WEST PRICE HILL,WEST PRICE HILL,4705,199017061,1,,WHITE,MALE,27,NONFATAL,07/31/2019 12:00:00 PM,JUL,212000,21,WED,199017061,07/31/2019 09:20:00 PM,DISTRICT 3,,WEST PRICE HILL
5,56XX GARDENHILL LN,39.1915223594023,-84.5119118703878,WINTON HILLS,WINTON HILLS,4704,199016963,1,,UNKNOWN,MALE,20,NONFATAL,07/30/2019 12:00:00 PM,JUL,230300,23,TUE,199016963,07/30/2019 11:03:00 PM,DISTRICT 5,,WINTON HILLS
2,18XX CLARION AV,39.1438587214479,-84.4695530415722,EVANSTON,EVANSTON,4703,199016874,1,,BLACK,MALE,34,FATAL,07/30/2019 12:00:00 PM,JUL,020000,2,MON,199016874,07/30/2019 02:00:00 AM,DISTRICT 2,,EVANSTON
4,8XX BEECHER ST,39.1342731286374,-84.4892963044065,WALNUT HILLS,WALNUT HILLS,4702,199016794,1,,BLACK,MALE,37,NONFATAL,07/29/2019 12:00:00 PM,JUL,111000,11,MON,199016794,07/29/2019 11:10:00 AM,DISTRICT 4,,WALNUT HILLS
4,19XX NORTHCUT AV,39.1735112001664,-84.459312863974,BOND HILL,BOND HILL,4701,199016649,1,,BLACK,FEMALE,20,NONFATAL,07/27/2019 12:00:00 PM,JUL,135000,13,SAT,199016649,07/27/2019 01:50:00 PM,DISTRICT 4,,BOND HILL
4,9XX E MCMILLAN ST,39.1254777035407,-84.488415618244,WALNUT HILLS,WALNUT HILLS,4700,199016458,1,,BLACK,MALE,29,NONFATAL,07/25/2019 12:00:00 PM,JUL,033000,3,THU,199016458,07/25/2019 03:30:00 AM,DISTRICT 4,,WALNUT HILLS
5,22XX VICTOR ST,39.1247575886327,-84.5242656766445,CUF,CUF,4699,199016521,1,,BLACK,MALE,26,FATAL,07/25/2019 12:00:00 PM,JUL,222500,22,THU,199016521,07/25/2019 10:25:00 PM,DISTRICT 5,,CUF
2,38XX ZINSLE AV,39.1854949409295,-84.4081767826214,KENNEDY HEIGHTS,KENNEDY HEIGHTS,4698,199016331,2,,BLACK,MALE,19,NONFATAL,07/23/2019 12:00:00 PM,JUL,220000,22,TUE,199016331,07/23/2019 10:00:00 PM,DISTRICT 2,,KENNEDY HEIGHTS
2,38XX ZINSLE AV,39.1858149409295,-84.4083267826214,KENNEDY HEIGHTS,KENNEDY HEIGHTS,4697,199016331,2,,BLACK,MALE,17,NONFATAL,07/23/2019 12:00:00 PM,JUL,220000,22,TUE,199016331,07/23/2019 10:00:00 PM,DISTRICT 2,,KENNEDY HEIGHTS
1,7XX CLARK ST,39.1082329932439,-84.527453764482,WEST END,WEST END,4696,199016324,1,,BLACK,FEMALE,20,NONFATAL,07/23/2019 12:00:00 PM,JUL,233500,23,TUE,199016324,07/23/2019 11:35:00 PM,DISTRICT 1,,WEST END
5,XX KINGS RUN CT,39.1767227592809,-84.5104781749326,WINTON HILLS,WINTON HILLS,4695,199016128,1,,BLACK,MALE,20,NONFATAL,07/22/2019 12:00:00 PM,JUL,003000,0,MON,199016128,07/22/2019 12:30:00 AM,DISTRICT 5,,SPRING GROVE VILLAGE
,XX W FREEDOM WY,39.0968929780198,-84.5124691658592,CBD/RIVERFRONT,DOWNTOWN,4694,199016133,1,,BLACK,MALE,22,NONFATAL,07/22/2019 12:00:00 PM,JUL,025000,2,MON,199016133,07/22/2019 02:50:00 AM,CENTRAL BUSINESS SECTION,,DOWNTOWN
2,31XX DURRELL AV,39.1352630500565,-84.4785305075528,EVANSTON,EVANSTON,4693,199016067,1,,BLACK,MALE,22,FATAL,07/21/2019 12:00:00 PM,JUL,041500,4,SUN,199016067,07/21/2019 04:15:00 AM,DISTRICT 2,,EVANSTON
4,7XX WAYNE ST,39.1249693794544,-84.4950992297933,WALNUT HILLS,WALNUT HILLS,4692,199016127,1,,BLACK,MALE,32,FATAL,07/21/2019 12:00:00 PM,JUL,201000,20,SUN,199016127,07/21/2019 08:10:00 PM,DISTRICT 4,,WALNUT HILLS
3,25XX BEEKMAN ST,39.1306632788872,-84.5438620848197,NORTH FAIRMOUNT,NORTH FAIRMOUNT,4691,199015938,1,,BLACK,MALE,34,NONFATAL,07/19/2019 12:00:00 PM,JUL,133000,13,FRI,199015938,07/19/2019 01:30:00 PM,DISTRICT 3,,NORTH FAIRMOUNT
4,5XX ROCKDALE AV,39.1457238824282,-84.495561799251,AVONDALE,AVONDALE,4690,199015776,1,,BLACK,MALE,49,NONFATAL,07/17/2019 12:00:00 PM,JUL,224900,22,WED,199015776,07/17/2019 10:49:00 PM,DISTRICT 4,,AVONDALE
4,5XX BLAIR AV,39.1404805695335,-84.4937865600694,AVONDALE,AVONDALE,4688,199015337,1,,BLACK,MALE,18,NONFATAL,07/12/2019 12:00:00 PM,JUL,234500,23,FRI,199015337,07/12/2019 11:45:00 PM,DISTRICT 4,,AVONDALE
3,37XX GLENWAY AV,39.1145687953175,-84.5746980462967,EAST PRICE HILL,EAST PRICE HILL,4689,199015253,1,,BLACK,MALE,36,NONFATAL,07/12/2019 12:00:00 PM,JUL,021500,2,FRI,199015253,07/12/2019 02:15:00 AM,DISTRICT 3,,EAST PRICE HILL
3,9XX ELBERON AV,39.1067923329324,-84.5654902922543,EAST PRICE HILL,EAST PRICE HILL,4687,199015173,1,,BLACK,FEMALE,24,NONFATAL,07/11/2019 12:00:00 PM,JUL,042000,4,THU,199015173,07/11/2019 04:20:00 AM,DISTRICT 3,,EAST PRICE HILL
4,5XX ROCKDALE AV,39.1443678870628,-84.4951003150607,AVONDALE,AVONDALE,4686,199015109,2,,BLACK,MALE,35,NONFATAL,07/10/2019 12:00:00 PM,JUL,120800,12,WED,199015109,07/10/2019 12:08:00 PM,DISTRICT 4,,AVONDALE
5,10XX GRAYVIEW CT,39.1956881549273,-84.5341722819783,COLLEGE HILL,COLLEGE HILL,4685,199015162,1,,BLACK,MALE,29,NONFATAL,07/10/2019 12:00:00 PM,JUL,192000,19,WED,199015162,07/10/2019 07:20:00 PM,DISTRICT 5,,COLLEGE HILL
4,5XX ROCKDALE AV,39.1440378870628,-84.4960803150607,AVONDALE,AVONDALE,4684,199015109,2,,BLACK,MALE,27,NONFATAL,07/10/2019 12:00:00 PM,JUL,120800,12,WED,199015109,07/10/2019 12:08:00 PM,DISTRICT 4,,AVONDALE
3,17XX GILSEY AV,39.1223355503555,-84.5824368702426,WEST PRICE HILL,WEST PRICE HILL,4683,199015065,1,,BLACK,MALE,31,FATAL,07/09/2019 12:00:00 PM,JUL,200800,20,TUE,199015065,07/09/2019 08:08:00 PM,DISTRICT 3,,WEST PRICE HILL
3,6XX STEINER AV,39.0910189720526,-84.5687389192285,SEDAMSVILLE,SEDAMSVILLE,4682,199015042,1,,BLACK,MALE,18,NONFATAL,07/09/2019 12:00:00 PM,JUL,185500,18,TUE,199015042,07/09/2019 06:55:00 PM,DISTRICT 3,,SEDAMSVILLE
3,25XX NOTTINGHAM RD,39.1565310201694,-84.5619114141414,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,4681,199015062,1,,BLACK,MALE,18,NONFATAL,07/09/2019 12:00:00 PM,JUL,210000,21,TUE,199015062,07/09/2019 09:00:00 PM,DISTRICT 3,,VILLAGES AT ROLL HILL
3,26XX WENDEE DR,39.1281038785042,-84.5926408529436,WESTWOOD,WESTWOOD,4680,199014950,1,,UNKNOWN,MALE,28,NONFATAL,07/08/2019 12:00:00 PM,JUL,200000,20,MON,199014950,07/08/2019 08:00:00 PM,DISTRICT 3,,WESTWOOD
1,5XX FINDLAY ST,39.1155870881831,-84.5267777070705,WEST END,WEST END,4679,199014967,1,,BLACK,MALE,29,FATAL,07/08/2019 12:00:00 PM,JUL,225000,22,MON,199014967,07/08/2019 10:50:00 PM,DISTRICT 1,,WEST END
1,5XX DAVID ST,39.1126591837775,-84.5247983343133,WEST END,WEST END,4678,199014813,1,,BLACK,MALE,17,NONFATAL,07/07/2019 12:00:00 PM,JUL,013000,1,SUN,199014813,07/07/2019 01:30:00 AM,DISTRICT 1,,WEST END
5,54XX BAHAMA TE,39.1886484613257,-84.5670282707382,MT AIRY,MT. AIRY,4677,199014808,1,,WHITE,MALE,52,NONFATAL,07/07/2019 12:00:00 PM,JUL,014800,1,SUN,199014808,07/07/2019 01:48:00 AM,DISTRICT 5,,MOUNT AIRY
3,37XX WARSAW AV,39.1142893629043,-84.5755712092544,EAST PRICE HILL,EAST PRICE HILL,4676,199014732,1,,BLACK,MALE,22,NONFATAL,07/06/2019 12:00:00 PM,JUL,030000,3,SAT,199014732,07/06/2019 03:00:00 AM,DISTRICT 3,,WEST PRICE HILL
3,21XX STORRS ST,39.1025503028802,-84.5528592089013,LOWER PRICE HILL,LOWER PRICE HILL,4675,199014819,1,,WHITE,MALE,14,FATAL,07/06/2019 12:00:00 PM,JUL,235200,23,SAT,199014819,07/06/2019 11:52:00 PM,DISTRICT 3,,LOWER PRICE HILL
4,65XX ROSEWOOD ST,39.190973707993,-84.4881577609548,CARTHAGE,CARTHAGE,4674,199014638,1,,BLACK,MALE,18,NONFATAL,07/05/2019 12:00:00 PM,JUL,053000,5,FRI,199014638,07/05/2019 05:30:00 AM,DISTRICT 4,,CARTHAGE
3,12XX FIRST AV,39.1135485105201,-84.5781723091596,WEST PRICE HILL,WEST PRICE HILL,4673,199014635,1,,WHITE,MALE,18,FATAL,07/04/2019 12:00:00 PM,JUL,225300,22,THU,199014635,07/04/2019 10:53:00 PM,DISTRICT 3,,WEST PRICE HILL
5,50XX WINNESTE AV,39.1816252041225,-84.5119094672479,WINTON HILLS,WINTON HILLS,4672,199014542,1,,BLACK,FEMALE,25,NONFATAL,07/03/2019 12:00:00 PM,JUL,235000,23,WED,199014542,07/03/2019 11:50:00 PM,DISTRICT 5,,WINTON HILLS
3,15XX TREMONT ST,39.128302565683,-84.5487771554841,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,4671,199014433,1,,BLACK,MALE,28,NONFATAL,07/02/2019 12:00:00 PM,JUL,224500,22,TUE,199014433,07/02/2019 10:45:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
1,16XX WALNUT ST,39.1133624978263,-84.5146620904693,OVER-THE-RHINE,OVER-THE-RHINE,4670,199014198,1,,BLACK,MALE,14,FATAL,06/30/2019 12:00:00 PM,JUN,061200,6,SUN,199014198,06/30/2019 06:12:00 AM,DISTRICT 1,,OTR
5,15XX CEDAR AV,39.1979100831509,-84.5457063459622,COLLEGE HILL,COLLEGE HILL,4667,199014096,1,,BLACK,MALE,44,NONFATAL,06/29/2019 12:00:00 PM,JUN,080000,8,SAT,199014096,06/29/2019 08:00:00 AM,DISTRICT 5,,COLLEGE HILL
3,33XX MCHENRY AV,39.1458294991119,-84.572779530415,EAST WESTWOOD,WESTWOOD,4669,199014156,1,,BLACK,MALE,33,NONFATAL,06/29/2019 12:00:00 PM,JUN,223000,22,SAT,199014156,06/29/2019 10:30:00 PM,DISTRICT 3,,WESTWOOD
2,30XX HACKBERRY ST,39.131818472238,-84.4735670631301,EVANSTON,EVANSTON,4668,199014144,1,,BLACK,MALE,30,FATAL,06/29/2019 12:00:00 PM,JUN,171900,17,SAT,199014144,06/29/2019 05:19:00 PM,DISTRICT 2,,EVANSTON
4,2XX MCCORMICK PL,39.1238998885019,-84.506286314048,MT AUBURN,MT. AUBURN,4666,199014076,1,,BLACK,MALE,18,NONFATAL,06/28/2019 12:00:00 PM,JUN,230500,23,FRI,199014076,06/28/2019 11:05:00 PM,DISTRICT 4,,MOUNT AUBURN
5,8XX GWINNET RD,39.1901179498189,-84.520349182963,WINTON HILLS,WINTON HILLS,4665,199013967,2,,BLACK,FEMALE,17,NONFATAL,06/27/2019 12:00:00 PM,JUN,202000,20,THU,199013967,06/27/2019 08:20:00 PM,DISTRICT 5,,SPRING GROVE - WINTON HILLS
1,XX BACK ST,39.1146730910607,-84.5151570418942,OVER-THE-RHINE,OVER-THE-RHINE,4664,199013896,1,,BLACK,MALE,37,FATAL,06/27/2019 12:00:00 PM,JUN,045500,4,THU,199013896,06/27/2019 04:55:00 AM,DISTRICT 1,,OTR
5,8XX GWINNET RD,39.1918779498189,-84.519429182963,WINTON HILLS,WINTON HILLS,4663,199013967,2,,BLACK,MALE,19,NONFATAL,06/27/2019 12:00:00 PM,JUN,202000,20,THU,199013967,06/27/2019 08:20:00 PM,DISTRICT 5,,SPRING GROVE - WINTON HILLS
5,21XX W NORTH BEND RD,39.2025048451309,-84.5620792759775,MT AIRY,MT. AIRY,4662,199013764,1,,BLACK,MALE,21,NONFATAL,06/25/2019 12:00:00 PM,JUN,122500,12,TUE,199013764,06/25/2019 12:25:00 PM,DISTRICT 5,,COLLEGE HILL
1,S I75 AT 2-5 MM,39.1207490060238,-84.5354330554611,WEST END,QUEENSGATE,4661,199013703,1,,BLACK,MALE,20,FATAL,06/24/2019 12:00:00 PM,JUN,215500,21,MON,199013703,06/24/2019 09:55:00 PM,DISTRICT 1,,WEST END
5,7XX DUTCH COLONY DR,39.1909570204382,-84.5156357333004,WINTON HILLS,WINTON HILLS,4660,199013382,2,,BLACK,FEMALE,25,NONFATAL,06/20/2019 12:00:00 PM,JUN,183100,18,THU,199013382,06/20/2019 06:31:00 PM,DISTRICT 5,,WINTON HILLS
3,8XX ELBERON AV,39.1068628580501,-84.5661715129214,EAST PRICE HILL,EAST PRICE HILL,4659,199013269,1,,BLACK,MALE,26,NONFATAL,06/20/2019 12:00:00 PM,JUN,120500,12,THU,199013269,06/20/2019 12:05:00 PM,DISTRICT 3,,EAST PRICE HILL
5,7XX DUTCH COLONY DR,39.1912270204382,-84.5156657333004,WINTON HILLS,WINTON HILLS,4658,199013382,2,,BLACK,MALE,32,FATAL,06/20/2019 12:00:00 PM,JUN,183100,18,THU,199013382,06/20/2019 06:31:00 PM,DISTRICT 5,,WINTON HILLS
3,25XX HANSFORD PL,39.1319508133994,-84.5679100252553,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,4657,199013160,1,,BLACK,MALE,18,FATAL,06/19/2019 12:00:00 PM,JUN,013900,1,WED,199013160,06/19/2019 01:39:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
1,18XX VINE ST,39.1153758666864,-84.5171941065345,OVER-THE-RHINE,OVER-THE-RHINE,4656,199013076,1,,BLACK,MALE,20,NONFATAL,06/18/2019 12:00:00 PM,JUN,014500,1,TUE,199013076,06/18/2019 01:45:00 AM,DISTRICT 1,,OTR
4,7XX S FRED SHUTTLESWORTH CIR,39.1504849877039,-84.4866465212975,NORTH AVONDALE,AVONDALE,4655,199012858,3,,BLACK,MALE,27,NONFATAL,06/15/2019 12:00:00 PM,JUN,045700,4,SAT,199012858,06/15/2019 04:57:00 AM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
3,19XX KNOX ST,39.1302596517415,-84.5587334746252,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,4654,199012840,1,,BLACK,MALE,37,NONFATAL,06/15/2019 12:00:00 PM,JUN,021500,2,SAT,199012840,06/15/2019 02:15:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
4,7XX S FRED SHUTTLESWORTH CIR,39.1518549877039,-84.4868265212975,NORTH AVONDALE,AVONDALE,4653,199012858,3,,BLACK,MALE,27,NONFATAL,06/15/2019 12:00:00 PM,JUN,045700,4,SAT,199012858,06/15/2019 04:57:00 AM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
4,7XX S FRED SHUTTLESWORTH CIR,39.1518749877039,-84.4871065212975,NORTH AVONDALE,AVONDALE,4652,199012858,3,,BLACK,MALE,27,NONFATAL,06/15/2019 12:00:00 PM,JUN,045700,4,SAT,199012858,06/15/2019 04:57:00 AM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
4,50XX READING RD,39.1774872993614,-84.4662982036278,BOND HILL,BOND HILL,4651,199012684,1,,BLACK,MALE,37,FATAL,06/13/2019 12:00:00 PM,JUN,091900,9,THU,199012684,06/13/2019 09:19:00 AM,DISTRICT 4,,BOND HILL
1,2XX W MCMICKEN AV,39.1201023879205,-84.5238416897891,OVER-THE-RHINE,OVER-THE-RHINE,4650,199012667,1,,BLACK,MALE,56,NONFATAL,06/13/2019 12:00:00 PM,JUN,052600,5,THU,199012667,06/13/2019 05:26:00 AM,DISTRICT 1,,OTR
4,72XX SCOTTWOOD AV,39.1939862426716,-84.4621192560298,ROSELAWN,ROSELAWN,4649,199012654,1,,BLACK,MALE,24,NONFATAL,06/12/2019 12:00:00 PM,JUN,225500,22,WED,199012654,06/12/2019 10:55:00 PM,DISTRICT 4,,ROSELAWN
3,6XX NEAVE ST,39.1032673298576,-84.553783139733,LOWER PRICE HILL,LOWER PRICE HILL,4648,199012647,1,,BLACK,MALE,39,NONFATAL,06/12/2019 12:00:00 PM,JUN,220000,22,WED,199012647,06/12/2019 10:00:00 PM,DISTRICT 3,,LOWER PRICE HILL
2,25XX RIVERSIDE DR,39.1232687555821,-84.4583505082674,EAST END,EAST END,4647,199012582,1,,BLACK,MALE,20,NONFATAL,06/12/2019 12:00:00 PM,JUN,020000,2,WED,199012582,06/12/2019 02:00:00 AM,DISTRICT 2,,EAST END
2,26XX VICTORY PY,39.1269153604847,-84.4842279787805,EAST WALNUT HILLS,WALNUT HILLS,4646,199012493,1,,BLACK,MALE,52,NONFATAL,06/11/2019 12:00:00 PM,JUN,002400,0,TUE,199012493,06/11/2019 12:24:00 AM,DISTRICT 2,,EAST WALNUT HILLS
2,18XX CLARION AV,39.1452726640752,-84.4693939934015,EVANSTON,EVANSTON,4645,199012492,1,,BLACK,MALE,18,NONFATAL,06/10/2019 12:00:00 PM,JUN,232000,23,MON,199012492,06/10/2019 11:20:00 PM,DISTRICT 2,,EVANSTON
3,6XX NEAVE ST,39.1019273298576,-84.553143139733,LOWER PRICE HILL,LOWER PRICE HILL,4644,199012320,1,,BLACK,MALE,39,FATAL,06/09/2019 12:00:00 PM,JUN,024500,2,SUN,199012320,06/09/2019 02:45:00 AM,DISTRICT 3,,LOWER PRICE HILL
1,12XX LINN ST,39.1086508666224,-84.5280663622223,WEST END,WEST END,4642,199012280,1,,BLACK,MALE,16,NONFATAL,06/08/2019 12:00:00 PM,JUN,152500,15,SAT,199012280,06/08/2019 03:25:00 PM,DISTRICT 1,,WEST END
1,17XX CENTRAL AV,39.1170914431161,-84.5236830427964,WEST END,WEST END,4643,199012302,1,,BLACK,MALE,31,NONFATAL,06/08/2019 12:00:00 PM,JUN,200000,20,SAT,199012302,06/08/2019 08:00:00 PM,DISTRICT 1,,WEST END
1,10XX CENTRAL AV,39.1071577811926,-84.5200756190759,WEST END,WEST END,4641,199012179,1,,BLACK,MALE,26,FATAL,06/07/2019 12:00:00 PM,JUN,090400,9,FRI,199012179,06/07/2019 09:04:00 AM,DISTRICT 1,,WEST END
4,17XX BERKLEY AV,39.1712084647199,-84.4673054203176,BOND HILL,BOND HILL,4640,199012137,1,,BLACK,MALE,37,FATAL,06/06/2019 12:00:00 PM,JUN,223000,22,THU,199012137,06/06/2019 10:30:00 PM,DISTRICT 4,,BOND HILL
5,54XX COLERAIN AV,39.190168443224,-84.5700861916338,MT AIRY,MT. AIRY,4639,199012020,1,,BLACK,MALE,19,FATAL,06/05/2019 12:00:00 PM,JUN,132000,13,WED,199012020,06/05/2019 01:20:00 PM,DISTRICT 5,,MOUNT AIRY
4,19XX GARDEN LN,39.1751752274844,-84.4609100802413,BOND HILL,BOND HILL,4638,199011967,1,,BLACK,MALE,25,FATAL,06/05/2019 12:00:00 PM,JUN,043900,4,WED,199011967,06/05/2019 04:39:00 AM,DISTRICT 4,,BOND HILL
4,16XX MIRAMAR CT,39.2008738635469,-84.460109305001,ROSELAWN,ROSELAWN,4637,199011932,1,,BLACK,MALE,38,NONFATAL,06/04/2019 12:00:00 PM,JUN,190000,19,TUE,199011932,06/04/2019 07:00:00 PM,DISTRICT 4,,ROSELAWN
1,5XX POPLAR ST,39.1153621268961,-84.5252799003019,WEST END,WEST END,4636,199011870,1,,BLACK,MALE,25,NONFATAL,06/03/2019 12:00:00 PM,JUN,161700,16,MON,199011870,06/03/2019 04:17:00 PM,DISTRICT 1,,WEST END
5,8XX GWINNET RD,39.1913779498189,-84.520239182963,WINTON HILLS,WINTON HILLS,4635,199011810,1,,BLACK,MALE,24,NONFATAL,06/03/2019 12:00:00 PM,JUN,133000,13,MON,199011810,06/03/2019 01:30:00 PM,DISTRICT 5,,WINTON HILLS
1,XX E MCMICKEN AV,39.1149997258533,-84.5145047553678,OVER-THE-RHINE,OVER-THE-RHINE,4632,199011699,1,,BLACK,MALE,36,NONFATAL,06/02/2019 12:00:00 PM,JUN,062000,6,SUN,199011699,06/02/2019 06:20:00 AM,DISTRICT 1,,OTR
3,18XX KNOX ST,39.1288964497896,-84.5577089202446,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,4634,199011756,1,,BLACK,MALE,37,NONFATAL,06/02/2019 12:00:00 PM,JUN,001400,0,SUN,199011756,06/02/2019 12:14:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
3,33XX BASSETT RD,39.0997202731826,-84.5660800039872,EAST PRICE HILL,EAST PRICE HILL,4633,199011761,1,,BLACK,MALE,32,FATAL,06/02/2019 12:00:00 PM,JUN,195200,19,SUN,199011761,06/02/2019 07:52:00 PM,DISTRICT 3,,EAST PRICE HILL
5,2XX ATKINSON ST,39.1263966701335,-84.5181887838897,CUF,CUF,4631,199011612,1,,BLACK,FEMALE,19,NONFATAL,06/01/2019 12:00:00 PM,JUN,004000,0,SAT,199011612,06/01/2019 12:40:00 AM,DISTRICT 5,,CUF
4,26XX EUCLID AV,39.1296404269158,-84.5080101882671,CORRYVILLE,CORRYVILLE,4630,199011672,1,,BLACK,MALE,24,NONFATAL,06/01/2019 12:00:00 PM,JUN,223000,22,SAT,199011672,06/01/2019 10:30:00 PM,DISTRICT 4,,CORRYVILLE
2,32XX WOODBURN AV,39.1355482141161,-84.476370132248,EVANSTON,EVANSTON,4629,199011668,1,,BLACK,MALE,26,NONFATAL,06/01/2019 12:00:00 PM,JUN,205600,20,SAT,199011668,06/01/2019 08:56:00 PM,DISTRICT 2,,EVANSTON
2,31XX DURRELL AV,39.1351132397255,-84.4788469433482,EVANSTON,EVANSTON,4628,199011610,2,,BLACK,MALE,26,NONFATAL,05/31/2019 12:00:00 PM,MAY,213600,21,FRI,199011610,05/31/2019 09:36:00 PM,DISTRICT 2,,EVANSTON
2,31XX DURRELL AV,39.1345932397255,-84.4786369433482,EVANSTON,EVANSTON,4627,199011610,2,,BLACK,MALE,25,FATAL,05/31/2019 12:00:00 PM,MAY,213600,21,FRI,199011610,05/31/2019 09:36:00 PM,DISTRICT 2,,EVANSTON
3,32XX MOOSEWOOD AV,39.142761985067,-84.5521419656689,MILLVALE,MILLVALE,4626,199011342,1,,BLACK,MALE,34,NONFATAL,05/28/2019 12:00:00 PM,MAY,204500,20,TUE,199011342,05/28/2019 08:45:00 PM,DISTRICT 3,,MILLVALE
4,9XX BURTON AV,39.150903637557,-84.484470159067,NORTH AVONDALE,AVONDALE,4625,199011248,1,,BLACK,MALE,22,NONFATAL,05/28/2019 12:00:00 PM,MAY,002900,0,TUE,199011248,05/28/2019 12:29:00 AM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
5,48XX ESTE AV,39.1775405198114,-84.5075934512545,WINTON HILLS,WINTON HILLS,4624,199011122,1,,BLACK,MALE,19,NONFATAL,05/26/2019 12:00:00 PM,MAY,152500,15,SUN,199011122,05/26/2019 03:25:00 PM,DISTRICT 5,,WINTON HILLS
3,34XX WARSAW AV,39.1101909655276,-84.5671217892609,EAST PRICE HILL,EAST PRICE HILL,4623,199011159,1,,BLACK,MALE,16,NONFATAL,05/26/2019 12:00:00 PM,MAY,230500,23,SUN,199011159,05/26/2019 11:05:00 PM,DISTRICT 3,,EAST PRICE HILL
3,24XX WESTWOOD NORTHERN BV,39.1465873688792,-84.5779141282901,WESTWOOD,EAST WESTWOOD,4621,199011079,2,,BLACK,FEMALE,21,NONFATAL,05/25/2019 12:00:00 PM,MAY,234500,23,SAT,199011079,05/25/2019 11:45:00 PM,DISTRICT 3,,WESTWOOD
3,24XX WESTWOOD NORTHERN BV,39.1472573688792,-84.5777841282901,WESTWOOD,EAST WESTWOOD,4622,199011079,2,,BLACK,MALE,28,NONFATAL,05/25/2019 12:00:00 PM,MAY,234500,23,SAT,199011079,05/25/2019 11:45:00 PM,DISTRICT 3,,WESTWOOD
1,16XX LINN ST,39.1144893535405,-84.5271671945155,WEST END,WEST END,4618,199010918,1,,BLACK,MALE,31,NONFATAL,05/24/2019 12:00:00 PM,MAY,043000,4,FRI,199010918,05/24/2019 04:30:00 AM,DISTRICT 1,,WEST END
4,76XX READING RD,39.1994013776303,-84.456746747834,ROSELAWN,ROSELAWN,4620,199011011,1,,BLACK,MALE,40,NONFATAL,05/24/2019 12:00:00 PM,MAY,223000,22,FRI,199011011,05/24/2019 10:30:00 PM,DISTRICT 4,,ROSELAWN
4,35XX READING RD,39.144900475304,-84.4903371333795,AVONDALE,AVONDALE,4619,199010977,1,,BLACK,FEMALE,20,NONFATAL,05/24/2019 12:00:00 PM,MAY,180000,18,FRI,199010977,05/24/2019 06:00:00 PM,DISTRICT 4,,AVONDALE
5,54XX WINNESTE AV,39.1894992733998,-84.5144834647192,WINTON HILLS,WINTON HILLS,4617,199010894,1,,WHITE,MALE,19,NONFATAL,05/23/2019 12:00:00 PM,MAY,193000,19,THU,199010894,05/23/2019 07:30:00 PM,DISTRICT 5,,WINTON HILLS
